,time,DRAM,CPU,Iteration
18488,22013.873411,1157125,34739176,4
18489,22014.291621,1398723,34976536,0
16611,22014.886177,5815294,77785916,17
18490,22015.392236,1733568,36095513,6
18491,22015.870882,2263387,42928060,16
18492,22017.094555,1089308,37790934,8
16612,22019.771892,5247328,74581570,5
18493,22019.866435,3547669,39232043,10
16613,22019.940353,1631843,35349528,13
16614,22020.508736,6247626,73479546,1
16615,22020.749364,1682705,37926568,9
18494,22020.755914,1182557,34671360,12
16616,22020.782637,2000597,36163330,7
18495,22021.313094,5124410,45996772,18
18496,22023.099126,1831055,34417047,14
18497,22023.301308,2204047,34518772,2
18498,22023.84946,3450182,40774875,4
18499,22024.239558,2950032,42690701,0
16617,22024.887312,5683899,83160400,17
18500,22025.387611,1504686,37146674,6
18501,22025.902295,3742642,40486654,16
18502,22027.088169,1441108,34281413,8
16618,22029.777743,4450480,69953071,5
18503,22029.833256,6425645,49845377,10
16619,22029.942331,1207987,35569933,13
16620,22030.498999,5743239,63951280,1
18504,22030.729161,1411438,32179090,12
16621,22030.740158,1733568,33942328,9
16622,22030.782735,1712375,35468208,7
18505,22031.312743,6128947,48183865,18
18506,22033.095694,834995,33772786,14
18507,22033.27201,1517402,34145779,2
18508,22033.844439,2161661,37994385,4
18509,22034.23697,6425646,51506890,0
16623,22034.886356,5768670,77124702,17
18510,22035.352445,1169840,32484267,6
18511,22035.872405,4382663,45030382,16
18512,22037.102601,1568265,37163628,8
16624,22039.732673,5743238,76446533,5
18513,22039.830287,6904602,52693685,10
16625,22039.940527,813802,34417047,13
16626,22040.496385,6133185,70105659,1
16627,22040.742214,2827114,36112468,9
18514,22040.747108,1729329,34891765,12
16628,22040.795504,1703898,40113661,7
18515,22041.312946,3636678,37502713,18
18516,22043.097316,1771714,37451850,14
18517,22043.262732,1826816,33874512,2
18518,22043.863718,2242195,37384033,4
18519,22044.231492,5065070,48912896,0
16629,22044.889824,6463793,84228515,17
18520,22045.396366,1746284,38503011,6
18521,22045.912348,1229181,35129123,16
18522,22047.107501,2102322,35790338,8
16630,22049.810944,4997254,66189236,5
18523,22049.862082,5938213,53795709,10
16631,22049.940478,1339383,36315918,13
16632,22050.476624,6302728,73055691,1
18524,22050.721811,2793206,42521159,12
16633,22050.740989,2081130,36875407,9
16634,22050.780858,1547072,33060710,7
18525,22051.314205,2674527,37723117,18
18526,22053.088604,1521641,33688016,14
18527,22053.270921,1886156,37316216,2
18528,22053.876972,1407199,34705268,4
18529,22054.255807,4937914,48794217,0
16635,22054.890881,6489224,80481635,17
18530,22055.387812,1402961,37451850,6
18531,22055.870195,1500447,32958984,16
18532,22057.062973,1797146,38028293,8
16636,22059.801227,2644857,43623183,5
18533,22059.826113,5137125,45166015,10
16637,22059.9414,1029968,35603841,13
16638,22060.500533,5993313,67087809,1
16639,22060.727363,1941257,36756727,9
16640,22060.729515,2526177,37892659,7
18534,22060.739321,962152,36112467,12
18535,22061.313329,2712673,34366184,18
18536,22063.087264,1708136,37350124,14
18537,22063.312875,1801385,32670763,2
18538,22063.88933,2356635,34366184,4
18539,22064.233323,6603665,56372748,0
16641,22064.864069,6294250,82567003,17
18540,22065.39027,1195272,33671061,6
18541,22065.91265,1831055,36502415,16
18542,22067.098865,2254910,36214193,8
16642,22069.817678,3382365,54033067,5
18543,22069.903087,2221002,39605035,10
16643,22069.94284,1093547,34247504,13
16644,22070.485175,6201002,73140463,1
18544,22070.730055,1818339,35332574,12
16645,22070.743672,3255208,41554769,9
16646,22070.787201,1907349,37689209,7
18545,22071.313773,2534655,35163032,18
18546,22073.090513,1169841,32704672,14
18547,22073.270317,1975165,35315620,2
18548,22073.877802,1835293,34857856,4
18549,22074.232432,5671183,54304335,0
16647,22074.908661,6230673,85466173,17
18550,22075.391582,2170138,35146078,6
18551,22075.872232,1237657,34891764,16
18552,22077.09906,3064473,42911105,8
16648,22079.802429,3039042,46725803,5
18553,22079.831686,3263685,39588080,10
16649,22079.941484,1313951,36773682,13
16650,22080.492191,5904304,70258246,1
16651,22080.732201,2127753,38350423,9
18554,22080.744722,1873440,37841797,12
16652,22080.779284,2085368,36790636,7
18555,22081.313074,2293057,36875406,18
18556,22083.100953,1784431,36892361,14
18557,22083.299642,1869202,34654405,2
18558,22083.901808,2415975,34027100,4
18559,22084.227796,4594591,50421821,0
16653,22084.889692,5103217,78260634,17
18560,22085.388745,1759000,37689209,6
18561,22085.912759,1602173,38960775,16
18562,22087.079597,1920065,39215088,8
16654,22089.784346,6095038,69613987,5
18563,22089.878125,2988180,40164524,10
16655,22089.940603,1301236,35095214,13
16656,22090.500949,6709629,75547960,1
18564,22090.717675,1886156,33026801,12
16657,22090.74164,1746284,34569635,9
16658,22090.79107,2437168,40469699,7
18565,22091.314614,3267924,35417345,18
18566,22093.095973,1021491,30805799,14
18567,22093.271403,3547668,41792128,2
18568,22093.878112,1377530,33908420,4
18569,22094.283337,4174974,50354004,0
16659,22094.908586,6099277,75514052,17
18570,22095.35843,2399020,37163628,6
18571,22095.871168,1623366,36468506,16
18572,22097.062947,1508924,35722521,8
16660,22099.777641,3462898,53727892,5
18573,22099.881017,4925198,48692491,10
16661,22099.940529,1737806,36417644,13
16662,22100.486042,6421407,73733860,1
16663,22100.751231,1330906,37367079,9
18574,22100.754246,1848009,35909017,12
16664,22100.779449,1602172,32602946,7
18575,22101.313199,2856784,38876004,18
18576,22103.095254,1873440,40384929,14
18577,22103.312395,1661513,33738878,2
18578,22103.881767,2339681,38316515,4
18579,22104.227603,2950033,43555365,0
16665,22104.85491,6099277,81193712,17
18580,22105.38942,2394783,37723118,6
18581,22105.906691,1648797,39062500,16
18582,22107.079116,1924303,39944119,8
16666,22109.806907,5416870,66274007,5
18583,22109.901328,2805921,38079156,10
16667,22109.9408,1928542,34417046,13
16668,22110.504545,5844964,69749620,1
18584,22110.72814,2428690,38706461,12
16669,22110.74275,2136230,35112169,9
16670,22110.743819,5399916,53100586,7
18585,22111.312801,2738105,36214193,18
18586,22113.088289,741747,37502712,14
18587,22113.271898,2831353,40469699,2
18588,22113.88823,1720852,35247802,4
18589,22114.245444,5696614,57305230,0
16671,22114.888885,5887349,83211263,17
18590,22115.393656,1551310,34654405,6
18591,22115.871314,1364814,35332573,16
18592,22117.090377,1890395,37740071,8
16672,22119.758144,4670885,57678222,5
18593,22119.885503,2144708,36892361,10
16673,22119.940363,1856486,39842394,13
16674,22120.517622,5662706,73903402,1
16675,22120.7334,1080831,32704671,9
18594,22120.735714,1415677,36298964,12
16676,22120.755397,4658170,48760308,7
18595,22121.312811,2170139,38757324,18
18596,22123.094239,1102023,29568143,14
18597,22123.322616,1788669,31195747,2
18598,22123.872097,2861023,39689806,4
18599,22124.227046,4904006,59390598,0
16677,22124.88894,6154379,86822510,17
18600,22125.393177,1606411,37502713,6
18601,22125.915307,1479254,36621094,16
18602,22127.095327,1191033,36638048,8
16678,22129.760406,4594591,58237712,5
18603,22129.877449,1551310,34518772,10
16679,22129.940229,1805623,36688910,13
16680,22130.477919,5031162,61187744,1
18604,22130.719368,1822577,34450955,12
16681,22130.744604,2284580,38096110,9
16682,22130.751769,3933376,48929851,7
18605,22131.311463,1983642,35366482,18
18606,22133.110549,868904,41554769,14
18607,22133.269376,2534654,38011339,2
18608,22133.883871,1975166,39486355,4
18609,22134.232569,4772610,57474772,0
16683,22134.904504,6090800,79464382,17
18610,22135.39042,1864963,32942030,6
18611,22135.870407,1195272,35468208,16
18612,22137.097143,1127455,35468208,8
16684,22139.758184,5984836,67613390,5
18613,22139.870484,1979404,37400987,10
16685,22139.941212,1059638,35586887,13
16686,22140.450726,5972120,75463189,1
18614,22140.735739,1441108,35179986,12
16687,22140.749534,1280043,32043457,9
16688,22140.751369,4094442,47370063,7
18615,22141.316544,2479554,41130914,18
18616,22143.097841,834994,35451253,14
18617,22143.312022,2026029,34806993,2
18618,22143.871418,2420213,33959283,4
18619,22144.225197,5315145,58135987,0
16689,22144.903265,6616380,86246067,17
18620,22145.389503,2026029,39486355,6
18621,22145.924026,1123217,36434597,16
18622,22147.062866,1182556,37129720,8
16690,22149.816607,4742940,61882866,5
18623,22149.876129,1640320,31450060,10
16691,22149.940343,1513163,35959880,13
16692,22150.645663,4925198,80379910,1
16693,22150.725533,2089606,38452148,9
18624,22150.73529,2335443,35281711,12
16694,22150.756906,4369948,47793918,7
18625,22151.31934,1703898,34959581,18
18626,22153.050072,1042684,33925374,14
18627,22153.264524,1903110,34484863,2
18628,22153.889954,1525879,36265055,4
18629,22154.231921,4747178,55914984,0
16695,22154.841259,6493463,85059272,17
18630,22155.406241,1818339,34281413,6
18631,22155.877489,1886155,37333171,16
18632,22157.092249,1144409,34806993,8
16696,22159.759839,5480448,67070856,5
18633,22159.891455,1381768,33671061,10
16697,22159.941499,1445347,38706461,13
16698,22160.734682,1699660,39689806,9
18634,22160.737561,1699659,36315918,12
16699,22160.827452,3653632,49964057,7
18635,22161.314167,2729628,38859049,18
18636,22163.093345,3259447,45759413,14
18637,22163.314548,2076890,36095514,2
16700,22163.460342,8922153,91942681,1
18638,22163.88687,2055698,33637153,4
18639,22164.231157,5637275,68732368,0
16701,22164.888992,5912780,82160102,17
18640,22165.389013,2216762,35010444,6
18641,22165.922253,1212227,32263861,16
18642,22167.087676,1754761,35959880,8
16702,22169.747817,6328159,79769558,5
18643,22169.896703,2199809,36383735,10
16703,22169.939873,1458062,36841499,13
16704,22170.434293,5722046,65222846,1
18644,22170.724897,1530118,34230550,12
16705,22170.73845,1504686,35230849,9
16706,22170.766029,1199510,35925971,7
18645,22171.313037,1860724,36112468,18
18646,22173.095873,885858,29941135,14
18647,22173.269313,2225240,36214192,2
18648,22173.961867,1915826,35705567,4
18649,22174.258408,7006327,68766276,0
16707,22174.887468,6222195,88450114,17
18650,22175.388224,2822876,35824246,6
18651,22175.860379,3395080,40469700,16
18652,22177.098374,1496209,36519368,8
16708,22179.75758,5251567,69902208,5
18653,22179.885869,2030267,35468208,10
16709,22179.940821,1330905,35722521,13
16710,22180.455039,7010566,83923340,1
18654,22180.685614,2924601,42368571,12
16711,22180.694866,3191630,40724012,9
16712,22180.778115,1831055,37163629,7
18655,22181.313876,2204047,36943224,18
18656,22183.094739,750223,41605632,14
18657,22183.311534,1699660,32975939,2
18658,22183.881874,2263387,34111870,4
18659,22184.23132,7061429,70122613,0
16713,22184.891484,7214017,83567301,17
18660,22185.395125,1886156,36841498,6
18661,22185.922794,1848009,41571723,16
18662,22187.077974,2076891,34484863,8
16714,22189.763688,6090800,72903103,5
18663,22189.880955,2021789,35485161,10
16715,22189.940458,1525879,34993489,13
16716,22190.457716,6654527,86737739,1
16717,22190.712932,5836487,63086616,9
18664,22190.722339,2161662,35112169,12
16718,22190.780112,1792908,37672254,7
18665,22191.312869,2403260,35824245,18
18666,22193.097394,970629,32297770,14
18667,22193.271689,3611247,41537815,2
18668,22193.891345,1911587,36756728,4
18669,22194.270425,7002089,70868598,0
16719,22194.889291,6819831,89806451,17
18670,22195.392308,2093845,35417345,6
18671,22195.8717,1547072,34840902,16
18672,22197.08802,1763238,37604438,8
16720,22199.800064,3645155,53422716,5
18673,22199.847466,2127754,36570231,10
16721,22199.939917,1839532,37723118,13
16722,22200.493516,6650289,82939995,1
16723,22200.704754,6913079,69512261,9
18674,22200.748773,2263387,34976536,12
16724,22200.78126,1784430,36468506,7
18675,22201.313009,1508924,35366483,18
18676,22203.088462,822279,35179986,14
18677,22203.327923,1890394,30466715,2
18678,22203.889006,2382067,36434597,4
18679,22204.239922,7091098,72784424,0
16725,22204.838054,6095038,85160997,17
18680,22205.383042,4085965,43894450,6
18681,22205.899948,1343621,35485161,16
18682,22207.080865,1292758,35264757,8
16726,22209.782493,5179511,73360867,5
18683,22209.878199,2619425,35892063,10
16727,22209.939386,2894931,38842095,13
16728,22210.432333,6217957,80346002,1
16729,22210.685682,6188286,73411730,9
18684,22210.725381,1682705,36858452,12
16730,22210.793695,3827413,45352512,7
18685,22211.313746,3946093,40232340,18
18686,22213.086472,1381768,38994683,14
18687,22213.269835,2276103,41690403,2
18688,22213.868207,1686943,34620497,4
18689,22214.244447,7061429,75124105,0
16731,22214.88761,6128947,81736247,17
18690,22215.40116,3221300,41792128,6
18691,22215.904071,1292758,36892361,16
18692,22217.077776,2237956,39588081,8
16732,22219.872074,4005432,55321588,5
18693,22219.874377,1758999,36756728,10
16733,22219.960061,4543729,53490533,13
16734,22220.450663,6997850,84652371,1
16735,22220.687258,7434421,81295437,9
18694,22220.745881,1140171,31602648,12
16736,22220.782454,1983643,37672255,7
18695,22221.312058,4128350,37994385,18
18696,22223.046368,2191332,38435194,14
18697,22223.328301,1360575,35959879,2
18698,22223.88091,1987882,34569634,4
18699,22224.229946,6056891,80312093,0
16737,22224.888335,8718703,92010498,17
18700,22225.38898,1483493,35654703,6
18701,22225.904542,2271864,37384034,16
18702,22227.084831,1182556,36366780,8
16738,22229.736368,6086562,79583062,5
18703,22229.891499,1699660,34332275,10
16739,22229.941542,3289116,48505995,13
16740,22230.480314,5662706,81837972,1
16741,22230.651877,6718106,84431966,9
18704,22230.730398,2335442,39248996,12
16742,22230.792706,2437168,38180881,7
18705,22231.310257,2873739,40893555,18
18706,22233.093239,1114739,37655301,14
18707,22233.270149,1737807,33145481,2
18708,22233.891818,3488328,42673747,4
18709,22234.249859,4607307,70546468,0
16743,22234.886906,5688137,79600016,17
18710,22235.394933,1992120,37400988,6
18711,22235.903094,1797147,32891167,16
18712,22237.063149,1394484,34773085,8
16744,22239.776566,6001790,70376926,5
18713,22239.871006,2301534,34366184,10
16745,22239.941465,3450182,46691894,13
16746,22240.47938,6196764,92129177,1
16747,22240.682558,5463494,88111030,9
18714,22240.738058,1233419,35400391,12
16748,22240.763557,3170437,46844482,7
18715,22241.313871,2148946,35146077,18
18716,22243.094688,1470778,31704373,14
18717,22243.312528,2441406,36960178,2
18718,22243.885563,1441108,34773085,4
18719,22244.227177,5268521,75446235,0
16749,22244.886923,6417169,86093479,17
18720,22245.350853,1775953,31975640,6
18721,22245.900368,1754760,39384630,16
18722,22247.07844,966390,34010146,8
16750,22249.761419,5760193,70919460,5
18723,22249.894592,2009074,34417046,10
16751,22249.939427,2577040,39401584,13
16752,22250.512854,6391737,91349284,1
16753,22250.709462,6171333,91739231,9
18724,22250.717619,2475315,33993191,12
16754,22250.764889,3712972,47471789,7
18725,22251.313129,2089606,35112169,18
18726,22253.083093,2208286,39605034,14
18727,22253.269338,1877679,34332275,2
18728,22253.903087,2644857,38333469,4
18729,22254.249361,6052652,86703830,0
16755,22254.886697,6162855,85076226,17
18730,22255.392529,3348457,38994683,6
18731,22255.870825,3005134,40045844,16
18732,22257.09497,1623365,35502116,8
16756,22259.781044,5349053,77311198,5
18733,22259.878757,1886156,38519965,10
16757,22259.94179,1848009,37875706,13
16758,22260.488867,6472270,94231500,1
16759,22260.654145,6527371,93451606,9
16760,22260.755582,4988776,53524441,7
18734,22260.764999,1585218,36027696,12
18735,22261.314649,1784431,35349528,18
18736,22263.08836,1619127,33959283,14
18737,22263.323691,2144707,39571127,2
18738,22263.879334,1576741,32416450,4
18739,22264.6931,6824070,86720784,0
16761,22264.888297,5747477,82075331,17
18740,22265.388709,1339382,36231147,6
18741,22265.900219,4857381,44097901,16
18742,22267.098506,1648797,39503309,8
16762,22269.761283,5828010,69003635,5
18743,22269.880897,2242194,33857558,10
16763,22269.941078,1309713,34976535,13
16764,22270.430892,6167094,94417996,1
18744,22270.726842,2068414,37095812,12
16765,22270.75187,4208883,47336154,7
16766,22270.874571,6404453,95706515,9
18745,22271.313532,1784430,35163032,18
18746,22273.095064,1135932,33315023,14
18747,22273.270451,1648797,33111572,2
18748,22273.886968,1788670,35773383,4
18749,22274.241747,5077786,78769260,0
16767,22274.842976,6336636,89670817,17
18750,22275.391989,2318489,34806993,6
18751,22275.871906,5281237,48014323,16
18752,22277.094365,1449585,36875407,8
16768,22279.717554,6256103,77243381,5
18753,22279.857552,3276401,41927762,10
16769,22279.940941,1958211,42046441,13
16770,22280.478976,4348755,82516140,1
16771,22280.644263,5421108,87449816,9
18754,22280.717663,1000298,34264458,12
16772,22280.753704,4547967,52100288,7
18755,22281.313765,2123515,36638048,18
18756,22283.0878,1347860,34705268,14
18757,22283.330066,1894633,36977132,2
18758,22283.898374,2420213,37892659,4
18759,22284.231244,4149543,69630941,0
16773,22284.889011,6379022,83448622,17
18760,22285.388146,1644558,35264757,6
18761,22285.871762,5883111,55830213,16
18762,22287.091571,1932780,34790039,8
16774,22289.76426,6264581,72920058,5
18763,22289.847444,5264282,49404568,10
16775,22289.940464,1097785,36858453,13
16776,22290.49927,5484687,94960531,1
16777,22290.653772,5789863,96689860,9
18764,22290.736196,2424452,40317112,12
16778,22290.751995,4395379,52744547,7
18765,22291.314139,2538893,35756429,18
18766,22293.103368,2030266,38672553,14
18767,22293.26989,1962450,34111871,2
18768,22293.8248,1428392,35095215,4
18769,22294.287329,796848,36655002,0
16779,22294.914306,6955465,86551242,17
18770,22295.390674,2428691,34671360,6
18771,22295.871654,5726284,54033068,16
18772,22297.096354,1920065,35993788,8
16780,22299.778856,5230374,71580675,5
18773,22299.847586,4717509,42639838,10
16781,22299.940838,1233419,37892659,13
16782,22300.481226,6340874,91603597,1
16783,22300.670083,6328159,98910861,9
18774,22300.746154,1280043,29788547,12
16784,22300.752641,4569159,53863526,7
18775,22301.313249,3225538,38248698,18
18776,22303.092204,1466540,32297770,14
18777,22303.322532,2911886,38062201,2
18778,22303.860846,4514059,44538710,4
18779,22304.231397,1441108,40249295,0
16785,22304.906511,8557637,88755290,17
18780,22305.391919,2093845,36485460,6
18781,22305.867922,2293057,39944119,16
18782,22307.08239,1763237,35298665,8
16786,22309.766845,6099277,73852539,5
18783,22309.827691,5438063,49506293,10
16787,22309.940678,1250373,35773383,13
16788,22310.433971,6192525,91518826,1
18784,22310.728235,1364814,40232341,12
16789,22310.753165,4471673,55338541,7
18785,22311.313689,2623664,36790636,18
16790,22311.787279,7035997,120544434,9
18786,22313.093058,2394782,39503310,14
18787,22313.270726,2399020,35824246,2
18788,22313.853036,6417168,56287978,4
18789,22314.267809,3365410,49692790,0
16791,22314.913445,6056892,84381103,17
18790,22315.388232,2971225,37400987,6
18791,22315.861042,3547669,46980116,16
18792,22317.103821,4276700,46691895,8
16792,22319.758824,5755954,66443549,5
18793,22319.856192,6531610,58271620,10
16793,22319.941751,1250373,39757623,13
16794,22320.500102,6044176,91824001,1
16795,22320.679476,5272759,79854330,9
18794,22320.731144,1051161,34162733,12
16796,22320.752293,5387200,58237712,7
18795,22321.313745,2500746,37553575,18
18796,22323.082726,1258850,35315619,14
18797,22323.317221,1568265,35027398,2
18798,22323.836823,5938212,54948594,4
18799,22324.233497,1602173,40452745,0
16797,22324.906857,6675720,90603299,17
18800,22325.392993,1657274,34722222,6
18801,22325.883057,2585517,41741265,16
18802,22327.091234,1547072,36587185,8
16798,22329.76066,6192525,73615180,5
18803,22329.826155,4141065,50048829,10
16799,22329.94115,970628,36451552,13
16800,22330.447847,5730523,86686876,1
16801,22330.68808,6836786,102098253,9
18804,22330.726522,1763238,33586290,12
16802,22330.74517,4645454,61119927,7
18805,22331.311703,2848308,37231445,18
18806,22333.081659,1174079,35400391,14
18807,22333.270826,1436869,33823649,2
18808,22333.851785,6137424,54558648,4
18809,22334.232446,3496806,52151150,0
16803,22334.895024,5488925,84855821,17
18810,22335.402043,1407199,31873915,6
18811,22335.862502,3700256,46539307,16
18812,22337.077758,924004,34552680,8
16804,22339.759458,6315444,72750516,5
18813,22339.84768,4912483,50472683,10
16805,22339.941324,1106263,37553575,13
16806,22340.447683,5751716,83448622,1
16807,22340.684608,7387797,101572672,9
18814,22340.743782,1525879,33433702,12
16808,22340.745427,3903707,57305230,7
18815,22341.313544,2606710,36315918,18
18816,22343.093823,1784430,35196940,14
18817,22343.324695,2004835,35909017,2
18818,22343.862346,4149543,48590766,4
18819,22344.238525,1983643,39130317,0
16809,22344.90592,6408692,88382298,17
18820,22345.39121,1131694,37723118,6
18821,22345.924686,2606710,43538411,16
18822,22347.080733,525580,33552382,8
16810,22349.776547,5090501,68596734,5
18823,22349.892597,3598531,43470595,10
16811,22349.94111,1280043,35756429,13
16812,22350.487958,5421109,88992649,1
16813,22350.723416,4145304,59458415,7
18824,22350.727686,2280341,36298964,12
18825,22351.312992,2153184,35620796,18
18826,22353.104951,1780193,38723416,14
18827,22353.269307,1411438,33603245,2
18828,22353.85926,3471375,47607422,4
18829,22354.291689,2127753,37384033,0
16814,22354.891256,6777445,86703830,17
16815,22355.165089,10549757,154741075,9
18830,22355.387837,3941854,39503309,6
18831,22355.871998,1941257,34400092,16
18832,22357.07997,1729330,37757026,8
16816,22359.759229,5929735,72784423,5
18833,22359.848246,3619724,38486056,10
16817,22359.941398,1068115,35925971,13
18834,22360.719473,2051459,35688612,12
16818,22360.744972,4221598,63052707,7
16819,22361.265914,5289713,80125597,1
18835,22361.312988,1992120,35536024,18
16820,22363.008639,5357530,81821018,9
18836,22363.082373,902811,33026801,14
18837,22363.321181,2102323,35095214,2
18838,22363.889123,2733866,38163927,4
18839,22364.239067,1521640,36604140,0
16821,22364.890733,6268819,90484619,17
18840,22365.394883,1263088,34417047,6
18841,22365.933782,1708136,35281712,16
18842,22367.06327,1775953,36332872,8
16822,22369.768212,5171034,68613689,5
18843,22369.850395,4603068,47539605,10
16823,22369.979742,1547071,37655301,13
16824,22370.499453,5967882,85466173,1
16825,22370.683202,4238553,65544976,9
18844,22370.732356,1576742,37604438,12
16826,22370.743815,3602770,60407851,7
18845,22371.31295,2064175,36197238,18
18846,22373.095122,1373291,33399794,14
18847,22373.265248,2950032,37265354,2
18848,22373.879497,1949734,35858155,4
18849,22374.295239,1797147,40300157,0
16827,22374.908525,4009671,69461399,17
18850,22375.391624,2399021,35756429,6
18851,22375.87134,1703899,40842692,16
18852,22377.080545,4759895,51286486,8
16828,22379.775224,6116232,78955756,5
18853,22379.870858,3967285,46369765,10
16829,22379.978593,4959107,49235026,13
16830,22380.629139,4882813,77955458,1
16831,22380.682671,6451077,100250244,9
18854,22380.739715,1496209,36146376,12
16832,22380.74248,3403558,60882568,7
18855,22381.312812,2042982,34332276,18
18856,22383.094158,2589756,39333767,14
18857,22383.301255,1758999,33840603,2
18858,22383.889195,1941257,38977728,4
18859,22384.243517,2055698,36858453,0
16833,22384.887635,2513462,48166910,17
18860,22385.388847,1216465,35366482,6
18861,22385.907028,2170138,34111870,16
18862,22387.073006,5857679,54423014,8
16834,22389.757024,5446540,77497694,5
18863,22389.900686,2492269,39520264,10
16835,22389.934325,3996955,46980116,13
16836,22390.498858,6069607,89094374,1
16837,22390.684235,5895826,102776422,9
18864,22390.700426,2839830,39605035,12
16838,22390.747689,4132588,62713623,7
18865,22391.313066,1419915,33806695,18
18866,22393.136506,1309713,34671360,14
18867,22393.270437,2407498,35841200,2
18868,22393.87411,1953973,32857260,4
18869,22394.274834,1102023,40944417,0
16839,22394.927615,2738105,47743056,17
18870,22395.395548,1843770,34790039,6
18871,22395.872032,2415975,40164524,16
18872,22397.080047,5980598,60204400,8
16840,22399.773875,5527072,70970323,5
18873,22399.879932,1042684,35773383,10
16841,22399.933807,3585815,47251383,13
16842,22400.479312,5429586,81753201,1
16843,22400.69766,5709331,91840956,9
18874,22400.734658,928243,34823947,12
16844,22400.746821,3984240,63188341,7
18875,22401.314124,2907647,35298665,18
18876,22403.087811,898573,32908122,14
18877,22403.265362,2530416,35095215,2
18878,22403.893762,2131992,35722520,4
18879,22404.23831,1296997,32569038,0
16845,22404.917981,2229478,44199626,17
18880,22405.393405,1203749,36638048,6
18881,22405.917365,2102322,38503011,16
18882,22407.078902,3488329,45369466,8
18883,22409.884805,1470777,35179986,10
16846,22409.939839,2343920,40232341,13
16847,22410.499472,5221896,75242784,1
16848,22410.698511,6103515,94502767,9
18884,22410.725937,1106262,34145779,12
16849,22410.740931,4162258,63222249,7
18885,22411.314267,3445944,36994086,18
16850,22412.274195,7455614,99334717,5
18886,22413.093938,2106560,38469102,14
18887,22413.269375,2958510,41283502,2
18888,22413.878275,1593696,35112169,4
18889,22414.241693,2267626,40859646,0
16851,22414.888683,3912184,51218668,17
18890,22415.388029,1767476,31551785,6
18891,22415.871654,1665752,36756727,16
18892,22417.077102,4819234,50472683,8
16852,22419.762597,5739000,71936714,5
18893,22419.871482,2246433,38028293,10
16853,22419.934479,1788669,37943522,13
16854,22420.492038,6044176,80481635,1
16855,22420.683847,5433824,90806749,9
16856,22420.746539,3899469,70071751,7
18894,22420.752852,678169,34315322,12
18895,22421.313421,3005133,38723416,18
18896,22423.102636,1792908,35010444,14
18897,22423.324126,2496507,34417046,2
18898,22423.885362,1449585,36688911,4
18899,22424.240351,2555847,41232639,0
16857,22424.924468,3628201,50676134,17
18900,22425.388545,1538595,39316813,6
18901,22425.916481,2038743,38503011,16
18902,22427.103584,2780490,39859348,8
16858,22429.781408,6836785,91857910,5
18903,22429.892906,1013014,33060710,10
16859,22429.933378,1822578,34739176,13
16860,22430.477882,5043878,74768067,1
16861,22430.704497,5166796,97690158,9
18904,22430.730171,1182556,33382839,12
16862,22430.7405,4128350,64968533,7
18905,22431.330006,1886156,35756429,18
18906,22433.10195,2415975,41215685,14
18907,22433.267117,1309713,37875706,2
18908,22433.886587,1894633,36400689,4
18909,22434.288941,1318190,37892659,0
16863,22434.931458,1873440,43385824,17
18910,22435.385146,1699660,32518175,6
18911,22435.881716,1640320,35909017,16
18912,22437.076121,2509224,41080051,8
16864,22439.759554,5895827,78803168,5
16865,22439.933564,822279,36180285,13
18913,22439.959739,1648797,33925374,10
16866,22440.49913,5459255,73496500,1
16867,22440.685257,4764133,94180637,9
18914,22440.719763,2017551,34739177,12
16868,22440.746336,4882812,66494412,7
18915,22441.349012,3729926,38638645,18
18916,22443.097121,1691182,34010145,14
18917,22443.314648,1831055,37621392,2
18918,22443.88373,2449883,36112467,4
18919,22444.238926,1475016,35925971,0
16869,22444.951821,2000597,41300456,17
18920,22445.392372,2788967,40401883,6
18921,22445.922745,2297296,34976536,16
18922,22447.060296,1682705,36671957,8
16870,22449.758211,5679660,88280572,5
18923,22449.896955,1140171,33738878,10
16871,22449.940004,1212226,33399794,13
16872,22450.47537,5527073,87246365,1
16873,22450.69828,5853441,96706814,9
18924,22450.717119,4687839,45420328,12
16874,22450.74789,4904006,66257052,7
18925,22451.349303,2937317,36146376,18
18926,22453.09883,1678467,36756728,14
18927,22453.26949,1763237,35841200,2
18928,22453.865688,2712674,40876601,4
18929,22454.292943,1246135,35366483,0
16875,22454.946887,1720853,41198730,17
18930,22455.386714,2161662,35332573,6
18931,22455.870893,1699659,39130317,16
18932,22457.088578,2195570,35383436,8
16876,22459.757109,7091099,88331434,5
18933,22459.885814,928243,34077962,10
16877,22459.941247,2793206,45437283,13
16878,22460.477295,5264282,86873373,1
16879,22460.683553,6158617,95825196,9
18934,22460.734298,5082025,50404867,12
16880,22460.746589,4857381,71004232,7
18935,22461.349797,3314548,42283800,18
18936,22463.088257,2322727,35654703,14
18937,22463.305941,1669990,37146674,2
18938,22463.866987,2382066,36061605,4
18939,22464.239854,1415676,32891167,0
16881,22464.913342,2165900,41876899,17
18940,22465.39079,4297892,40317112,6
18941,22465.914565,1648797,36909315,16
18942,22467.109802,3267924,40656196,8
16882,22469.759311,5730523,80329048,5
18943,22469.891599,1636081,35010444,10
16883,22469.940048,1186795,35383436,13
16884,22470.499934,5700853,87992350,1
16885,22470.684033,5959405,95265706,9
16886,22470.776244,3645155,58865018,7
18944,22470.789938,4153781,48862033,12
18945,22471.349117,3708734,42894151,18
18946,22473.080495,3000895,41317410,14
18947,22473.269591,1487732,34128825,2
18948,22473.878844,1110501,34756130,4
